id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,node_idx
2671132,M,London Region,HE Qualification,20-30%,55<=,0,60,N,373
2676809,F,North Region,HE Qualification,10-20,0-35,0,150,N,374
2678643,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,375
2685865,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,376
2688067,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,377
2689958,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,378
2691206,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,379
2691244,M,South Region,A Level or Equivalent,40-50%,35-55,0,180,N,380
2694424,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,120,N,381
2698257,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,382
6516,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,383
24734,F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,384
26192,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,385
28061,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,386
31600,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,387
46844,M,North Region,HE Qualification,30-40%,35-55,0,60,N,388
52765,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,120,N,389
55104,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,390
58071,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,391
58316,F,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,392
62487,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,393
63165,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,394
70011,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,395
75255,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,396
79403,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,397
85092,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,398
85144,M,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,399
85302,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,400
87431,M,South East Region,Lower Than A Level,10-20,35-55,0,60,N,401
95755,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,402
101116,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,403
107489,F,London Region,HE Qualification,20-30%,0-35,0,60,N,404
108872,M,London Region,HE Qualification,80-90%,55<=,0,60,N,405
109155,F,South Region,HE Qualification,90-100%,0-35,0,60,N,406
111512,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,407
117818,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,408
119902,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,409
121349,F,South West Region,A Level or Equivalent,40-50%,35-55,1,60,N,410
124064,F,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,411
125018,M,South Region,HE Qualification,70-80%,35-55,0,60,N,412
130034,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,413
130547,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,414
130636,M,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,415
131390,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,416
133816,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,417
133922,M,North Region,Lower Than A Level,0-10%,0-35,0,60,N,418
135471,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,419
139033,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,420
141506,M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,421
146503,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,120,Y,422
149741,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,423
149962,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,424
151587,F,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,425
152668,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,426
158707,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,427
164944,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,428
165226,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,429
167961,M,South West Region,HE Qualification,70-80%,55<=,0,60,N,430
174024,M,North Region,A Level or Equivalent,10-20,35-55,0,60,N,431
174094,F,South East Region,Lower Than A Level,30-40%,35-55,0,60,Y,432
174745,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,433
175447,M,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,434
175772,F,East Anglian Region,HE Qualification,90-100%,35-55,0,270,N,435
183057,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,436
185350,M,Yorkshire Region,Lower Than A Level,10-20,35-55,0,60,N,437
199636,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,438
199897,M,East Midlands Region,HE Qualification,10-20,35-55,0,60,N,439
200804,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,440
205494,M,South West Region,HE Qualification,30-40%,35-55,0,60,N,441
228021,M,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,442
228383,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,60,N,443
232307,M,South Region,Lower Than A Level,50-60%,35-55,0,60,N,444
235068,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,445
236875,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,446
237274,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,447
243510,F,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,448
244246,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,449
248581,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,450
252073,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,120,N,451
254625,M,Wales,A Level or Equivalent,20-30%,35-55,0,60,N,452
258587,M,South West Region,A Level or Equivalent,10-20,35-55,0,60,N,453
260623,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,454
263251,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,455
263543,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,456
263952,M,North Region,Lower Than A Level,,35-55,0,60,N,457
266524,F,South Region,A Level or Equivalent,30-40%,0-35,0,240,N,458
273346,M,East Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,459
274947,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,460
275674,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,461
275792,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,462
277123,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,463
281077,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,464
281636,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,465
285315,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,466
287040,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,90,N,467
287204,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,468
287210,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,469
288994,M,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,470
289449,M,East Midlands Region,HE Qualification,90-100%,35-55,0,60,N,471
290164,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,472
292525,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,473
292775,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,474
293824,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,475
294496,M,North Western Region,A Level or Equivalent,10-20,35-55,0,60,Y,476
294655,M,Wales,A Level or Equivalent,70-80%,35-55,0,60,N,477
295060,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,478
295075,M,South Region,HE Qualification,70-80%,55<=,0,60,N,479
296424,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,480
298034,M,Scotland,A Level or Equivalent,70-80%,35-55,0,120,N,481
298838,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,482
301967,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,483
302476,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,484
303521,F,Ireland,A Level or Equivalent,20-30%,35-55,0,60,N,485
303985,F,Scotland,HE Qualification,70-80%,0-35,1,60,N,486
304465,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,487
306646,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,488
309142,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,489
310412,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,490
311235,M,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,491
311659,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,492
313937,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,493
315076,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,494
315744,M,Scotland,A Level or Equivalent,90-100%,35-55,0,60,N,495
323370,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,496
323805,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,180,N,497
328024,M,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,60,N,498
328734,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,180,N,499
329659,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,Y,500
330594,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,501
332884,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,502
334441,M,London Region,HE Qualification,60-70%,0-35,0,60,N,503
335247,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,504
337748,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,505
338407,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,506
341876,M,East Anglian Region,HE Qualification,10-20,0-35,0,120,N,507
345440,M,South Region,HE Qualification,90-100%,0-35,0,60,N,508
345519,F,North Region,A Level or Equivalent,,0-35,0,60,N,509
346118,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,120,N,510
348275,M,Scotland,HE Qualification,40-50%,35-55,0,120,N,511
348807,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,512
350156,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,513
350939,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,514
351336,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,515
353665,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,516
354170,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,517
356170,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,518
358182,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,519
364957,F,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,520
369834,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,521
371710,M,Scotland,HE Qualification,10-20,0-35,0,60,N,522
373872,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,523
375260,M,Ireland,HE Qualification,,0-35,0,60,N,524
375646,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,525
377546,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,Y,526
381642,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,527
382095,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,528
383180,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,529
383600,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,530
383723,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,531
384203,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,532
384725,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,533
387533,M,Scotland,HE Qualification,50-60%,35-55,0,60,N,534
387954,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,535
388147,F,South West Region,A Level or Equivalent,10-20,35-55,0,300,N,536
391249,M,South Region,HE Qualification,90-100%,35-55,0,60,N,537
396599,F,South Region,Lower Than A Level,60-70%,0-35,0,120,Y,538
396655,F,South Region,Lower Than A Level,40-50%,0-35,0,180,Y,539
398171,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,540
398349,F,East Midlands Region,HE Qualification,70-80%,0-35,0,60,N,541
400147,M,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,542
400682,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,543
401404,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,180,N,544
402204,M,West Midlands Region,A Level or Equivalent,,35-55,0,60,N,545
402727,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,Y,546
402961,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,547
404356,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,548
406671,M,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,549
406682,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,550
409100,M,South East Region,HE Qualification,80-90%,35-55,0,60,N,551
409703,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,552
410092,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,553
411971,M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,554
418731,M,Ireland,A Level or Equivalent,70-80%,0-35,0,90,N,555
421455,F,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,556
424577,M,London Region,HE Qualification,10-20,0-35,0,120,N,557
429858,M,Ireland,Lower Than A Level,,0-35,0,300,N,558
431025,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,150,N,559
439305,M,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,560
440319,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,561
442064,F,South West Region,HE Qualification,70-80%,0-35,0,120,N,562
442132,M,South West Region,HE Qualification,20-30%,0-35,0,60,N,563
446108,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,564
447481,M,Ireland,A Level or Equivalent,70-80%,0-35,0,60,N,565
468120,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,566
468694,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,567
470982,F,East Anglian Region,HE Qualification,20-30%,35-55,1,120,N,568
476603,M,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,569
481022,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,180,N,570
483800,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,571
484897,F,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,572
485962,F,East Anglian Region,HE Qualification,70-80%,0-35,0,120,N,573
488382,F,London Region,A Level or Equivalent,10-20,0-35,0,180,N,574
488990,M,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,575
500113,M,South East Region,A Level or Equivalent,70-80%,0-35,0,120,N,576
503889,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,577
514526,M,London Region,Lower Than A Level,10-20,0-35,0,120,Y,578
518808,F,Scotland,HE Qualification,90-100%,0-35,0,60,N,579
522482,F,Scotland,HE Qualification,70-80%,0-35,0,90,N,580
527100,M,West Midlands Region,HE Qualification,70-80%,0-35,0,120,N,581
527801,M,South West Region,Lower Than A Level,90-100%,35-55,0,120,N,582
533068,M,South Region,HE Qualification,90-100%,0-35,0,60,N,583
537081,F,Scotland,HE Qualification,10-20,0-35,0,120,N,584
544253,M,London Region,A Level or Equivalent,60-70%,35-55,0,120,N,585
548120,M,London Region,HE Qualification,80-90%,0-35,0,60,N,586
561467,F,South Region,A Level or Equivalent,80-90%,0-35,0,90,N,587
567922,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,120,N,588
569505,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,589
570317,M,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,590
574505,F,West Midlands Region,HE Qualification,40-50%,0-35,0,120,N,591
588477,M,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,592
593846,M,South Region,HE Qualification,50-60%,0-35,0,120,N,593
593987,F,East Anglian Region,HE Qualification,70-80%,35-55,0,180,N,594
596288,F,Scotland,HE Qualification,70-80%,0-35,0,120,N,595
598070,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,596
603834,F,Scotland,HE Qualification,50-60%,0-35,0,90,N,597
608440,F,South Region,HE Qualification,50-60%,35-55,0,120,N,598
623710,F,South East Region,A Level or Equivalent,20-30%,35-55,0,120,N,599
623840,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,120,N,600
626240,M,South Region,HE Qualification,30-40%,0-35,0,120,N,601
628088,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,Y,602
628312,F,South East Region,HE Qualification,80-90%,0-35,0,120,N,603
630142,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,604
637665,F,South Region,HE Qualification,90-100%,0-35,0,60,N,605
639053,M,North Region,A Level or Equivalent,60-70%,0-35,0,120,N,606
642878,M,South West Region,HE Qualification,70-80%,0-35,0,60,N,607
648130,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,240,N,608
676546,M,Scotland,HE Qualification,80-90%,0-35,0,120,N,609
677186,M,South East Region,HE Qualification,70-80%,0-35,0,60,N,610
677281,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,611
684180,M,North Region,HE Qualification,,0-35,0,120,N,612
687698,M,Yorkshire Region,HE Qualification,20-30%,0-35,0,120,N,613
696073,F,Ireland,Lower Than A Level,,0-35,0,60,N,614
696578,M,South Region,HE Qualification,60-70%,0-35,0,60,N,615
852847,M,South West Region,A Level or Equivalent,60-70%,55<=,0,60,N,616
998493,F,South Region,A Level or Equivalent,90-100%,55<=,0,60,N,617
1045203,M,Wales,Lower Than A Level,0-10%,35-55,0,60,N,618
1112555,F,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,619
1183831,M,South West Region,HE Qualification,70-80%,55<=,0,60,N,620
1268696,M,South West Region,HE Qualification,80-90%,35-55,0,60,N,621
1336190,M,London Region,HE Qualification,80-90%,55<=,0,60,N,622
1398979,F,South Region,A Level or Equivalent,90-100%,55<=,0,60,N,623
1469279,F,East Anglian Region,HE Qualification,40-50%,35-55,0,120,N,624
1471214,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,625
1484804,F,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,626
1511033,M,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,627
1576513,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,628
1609002,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,629
1629771,M,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,630
1676594,M,London Region,HE Qualification,80-90%,55<=,0,60,N,631
1686551,F,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,632
1689639,F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,633
1715896,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,634
1721270,M,South East Region,Lower Than A Level,50-60%,35-55,0,90,N,635
1757766,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,636
1773377,M,London Region,A Level or Equivalent,90-100%,35-55,0,60,N,637
1799111,M,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,638
1818673,F,Scotland,HE Qualification,20-30%,35-55,0,120,N,639
1839386,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,60,N,640
1926668,M,London Region,Lower Than A Level,30-40%,35-55,0,60,N,641
1947156,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,642
1967783,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,Y,643
1975209,M,South East Region,Lower Than A Level,40-50%,35-55,0,60,N,644
2010232,F,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,645
2045084,M,North Western Region,HE Qualification,40-50%,35-55,0,120,N,646
2057803,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,647
2085209,F,North Region,HE Qualification,40-50%,35-55,0,60,N,648
2086400,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,649
2148681,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,90,N,650
2158048,F,Ireland,A Level or Equivalent,40-50%,35-55,0,60,N,651
